"NBa7we src","d4r55","fzvQIb","xRkPPb","qmhsmd","ARRgmb src","wiI7pd","RfnDt","eaLgGf","dSlJg","dSlJg 2","znYl0","znYl0 2","fontBodySmall","fontBodySmall 2","kyuRq"
"https://lh3.googleusercontent.com/a-/ALV-UjXeSMk5CZqi0YEfeF3mOKkk--DOCdsuuYEzjLqb-rJ03cAgpvsa1w=w72-h72-p-rp-mo-ba6-br100","Yudha Wira Pratama Abdillah","4/5","3 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","The facilities are okay, only if the room is upstairs it's difficult to get wifi. Didn't even get into the room.","Local Guide · 519 reviews · 4,313 photos","","","","Share","Like","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/local-reviews/AJMZ0QfnSFWXMd1oJu73a6IhdtgibYcjse2HKQTHeghNQd9Cyw8DYQQJZDCyh-TD68ehXuY-FA=w72-h72-p-rp-br100","Ria_meilina","3/5","7 years ago on","Tripadvisor","https://www.gstatic.com/travel-hotels/branding/icon_100532569.png","First time staying, the room is small, not clean and not well maintained, the wifi can't be used, it's useless, can't connect at all, the AC is also not cold, it doesn't feel cold at all. The reception is not friendly and the service is slow","","","","","","","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjVjOyLz4ql5kd3HkUOPfjAhCGxRmCd_T33HKYODU4Qq3N6uqH5F=w72-h72-p-rp-mo-ba4-br100","Sigit Eko Prasetyo","5/5","2 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Simple but very comfortable, close to a minimarket and has a very beautiful view of Mount Merbabu","Local Guide · 92 reviews · 37 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjV5Q3zi2xHtV8TNU8cU6rfit3Y4BI4Gacu_QoZp3Rc5jWX51BxEmg=w72-h72-p-rp-mo-ba3-br100","May May","5/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","A really suitable place to stay for those of you who are backpackers. Cheap, very clean, and friendly service. Located in the middle of Salatiga city. Where do you want to go?","Local Guide · 69 reviews · 68 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a/ACg8ocKd9vcro-N_wYPQtVlN3biS97UYDXCWS2QUOBwtN3qIJJFe6A=w72-h72-p-rp-mo-ba4-br100","Brian Baskoro","4/5","3 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","If you stay here, it is recommended to take the deluxe type, because the rooms below that have not been upgraded yet so they are still really old guesthouse rooms.","Local Guide · 93 reviews","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/local-reviews/AJMZ0Qdvd3mFTmnQslJajBtyC7hGXBv5KKEN_7z5ZnXByEfDkAAFDmgEV3HW1P9_iXApXyf1XA=w72-h72-p-rp-br100","berkahj","3/5","7 years ago on","Tripadvisor","https://www.gstatic.com/travel-hotels/branding/icon_100532569.png","The location of the hotel, although it can be categorized as a budget hotel, is located in the middle of the city with clean rooms and bathrooms, air conditioning, fairly large rooms, economical prices, friendly and efficient receptionist service, |","","","","","","","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a/ACg8ocIKtAawgI0Mr63GJAGjPoR9J7cwYd20YYiwATDK3Qy4_EaZ4A=w72-h72-p-rp-mo-br100","Dwi Artati","3/5","5 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","The place is in the city, quite clean, the employees are quite friendly, the first day the plates and glasses were washed, the second day they were told to wash it themselves, fortunately they weren't told to wash the towels and bed sheets, hadeeuh","3 reviews","","","","","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjU8-JSxF5afTvYid3lhv6Tl_SoWxMRzWtABOR_pONQMTrKh497d=w72-h72-p-rp-mo-ba4-br100","Adonk Doank","5/5","8 months ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Not bad for affordable accommodation.","Local Guide · 89 reviews · 113 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjU3kVbe5gktyvUpoCKW1-s-D1xzatzUqi-b_yQEP9niTjrHYYeb=w72-h72-p-rp-mo-ba3-br100","Asrul Corgan","1/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Expensive and saturated. It is not suitable for those of you who have a tourist destination in the city of Salatiga to spend the night at this hotel. Narrow space for 4 wheeled vehicles.","Local Guide · 56 reviews · 7 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjVLiYF9sIQV_0dCBunm8_uM118L-Q6Bt3nu_RvpTX1kKz7Hqao7Pw=w72-h72-p-rp-mo-ba5-br100","kent cust","5/5","4 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Nice, classic, pretty clean...
In the morning you get fried rice and hot tea...friendly service","Local Guide · 312 reviews · 536 photos","","","","Share","Like","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a/ACg8ocK86IuDBDddvQq-lwjDIIR_6Ul8b5A42ROlb10km9pkx57RhA=w72-h72-p-rp-mo-br100","rosentina silva","4/5","2 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Clean, comfortable, safe, the management is friendly and food vendors are available in the guesthouse yard","3 reviews","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjWJoHLbXbHcwqTBY3SGMuMNGLim6idn-LWGkaVzfAi_i_BSsAI=w72-h72-p-rp-mo-ba6-br100","Family RCSemarang","4/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","The place is not bad... it's located in the middle of the city so it's easy for those of us who stay there to have no trouble traveling anywhere...
For cleanliness it's pretty good","Local Guide · 348 reviews · 3,444 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjViIRpATTyvMb3W9HVOTU65mlOQvYEGqSRBA8txywSjvWDdSqtN=w72-h72-p-rp-mo-ba3-br100","Dwi Ristiyani","4/5","2 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Close to town, quiet, pretty good free breakfast. Friendly service.","Local Guide · 37 reviews · 41 photos","","","","Share","Like","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a/ACg8ocKZRvpDvOUmYhdPJZ3Ltp7A3MsFJg_QezZcJ48RX2BpSKAW_g=w72-h72-p-rp-mo-br100","By His Grace","1/5","3 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","The air conditioner in the room is only windy, it actually makes the wind enter your body,
Severe Extra Bed Mattress...","14 reviews","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjXtix86vM6TY3f_PtBPjnl3XGkQqUrhb8I-qQ22p4ZLv-RCpXY=w72-h72-p-rp-mo-br100","sri andayani","5/5","3 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","the room is comfortable, the bathroom is ok, the atmosphere is calm. recommended for families","6 reviews · 1 photo","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjUOpjDN0OaoI-earnznke1TCI4ZFvWLVJJVtsHhpFkd-xaXobJt=w72-h72-p-rp-mo-ba4-br100","Andi Ibrahim","1/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Not very satisfying....there is no bathtub and the breakfast seems to be just any breakfast....sorry, temporarily 1 star","Local Guide · 82 reviews · 115 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjXS0sBmU-FQqGPvNWGKKIz3j_OzDlLFZcANziic1LFJy10hKlnB=w72-h72-p-rp-mo-ba3-br100","jenny gunawan","5/5","2 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","The location is very strategic, the service is good and the rooms are clean.","Local Guide · 52 reviews · 1 photo","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjWRxMDHGbMwNxgmBoQdiIigE3hmSrMiqzfAiT8hgETPAQ34yDA4=w72-h72-p-rp-mo-ba3-br100","Mozza Mozza","4/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","The place is normal. Unfortunately the bathroom/toilet is dirty... The menu is ordinary. But for the size of the guest house it's good","Local Guide · 38 reviews · 90 photos","","","","Share","Like","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjXZPxvLOocEaWzQGMPlGMlOx9rAy3-Cv36m2EqW-Y41kD_I-cfY=w72-h72-p-rp-mo-ba4-br100","Chika Dzikra","4/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Quite comfortable with clean rooms, wifi, and a mineral water dispenser that can be accessed at any time.","Local Guide · 148 reviews · 148 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjVzCwTeShCRlb1lKBRiTW6IGoWYlIfun_Q1rYzE-EtHL8E5imcr=w72-h72-p-rp-mo-br100","Ghevira Abigail","5/5","4 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","As for the hotel area and comfort, it is extraordinarily good, price, service and comfort. Keep it up","9 reviews","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjX1IHOUmf6WeDLub6f6UTH6DllBq2sP0LKa4rnRXRhtfhx3Bdu2=w72-h72-p-rp-mo-ba4-br100","Andry Fajar","4/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Clean, shower was broken, breakfast was very standard. Not worth the price.","Local Guide · 150 reviews · 183 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjV_Tp_YzaXViH8tDTHNGYmBrZQWj-YRcZh6bYz9sTUMxfhYhUYh=w72-h72-p-rp-mo-ba2-br100","Pecinta Sepeda Pencari Sehat","5/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Suitable accommodation in the city center n standard/not expensive prices. Service is okay too","Local Guide · 10 reviews · 5 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjVprCqerEQdEltwm1lc--Vf33NnYTWCkKgoMv80tI9sW6dhjGv8fA=w72-h72-p-rp-mo-ba5-br100","Kiki Tour Guide","3/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Uksw Guest House
Pretty clean, economical prices and the location is very easy to reach.
Room prices are quite affordable and include breakfast even with a simple menu.","Local Guide · 144 reviews · 759 photos","","","","Share","Like","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjXMnSEsudIuZyR-LIEFEhQ8-mzlwh9W37wXy1kqSJf5aa0LAigz=w72-h72-p-rp-mo-br100","Oktavianus Joandi","5/5","8 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","A simple but comfortable place to stay, clean, peaceful... Guests also get free food in the morning.","6 reviews","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a/ACg8ocLY0Zs2ZOihkiV7Kvd8PYtlBKb2X8mW6jVNG2OY6vWPf-9fqA=w72-h72-p-rp-mo-br100","Ari Septaningrum","1/5","5 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","I was taking a shower and got electrocuted by the shower, and there were still dirty towels in the cupboard...","8 reviews · 7 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjWrBlHpsvVkK5fmeyXvXGSA2f5Dp2OSsnbea-Eqh54RETHtE99w=w72-h72-p-rp-mo-ba4-br100","Il David","3/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","The place is damp, the room smells a bit, but the hot shower works well, walk in booking is cheaper than online booking.","Local Guide · 76 reviews · 491 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjWBpBiFPvpD-yS6N3PSbZaZMb9tGWxKbcBR0Xd5I7k_oV5DCHt-=w72-h72-p-rp-mo-ba4-br100","M P","5/5","5 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Safe and comfortable place. Good price. Good facilities. Breakfast is provided and according to taste.","Local Guide · 64 reviews · 94 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjWybYiUynVJMonGYwlAXVXyGQ5_5Ja_iD2MSnhIhqgHSjr5hEdN=w72-h72-p-rp-mo-ba4-br100","Fitriana Yati","5/5","8 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Guest house owned by UKSW, can be rented to the public.. cheap price, free breakfast, hot water, spacious parking
Vintage Because the building is ancient from the Dutch era","Local Guide · 70 reviews · 5 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a/ACg8ocJjn6tzhJ7QFF6RfaLu0TflVMaoItwr90rc5Wyjxlsx8mQ8Ow=w72-h72-p-rp-mo-ba3-br100","Lina Rahmawati","5/5","5 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Easy to reach from the bus terminal. Clean and home mi place. Feels like living in your own home. Friendly service.","Local Guide · 47 reviews · 64 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a/ACg8ocLj0KxkuzZ7zMhD2dwMy6TjoVOXev_5FPvk6dEU9LINS8kDiw=w72-h72-p-rp-mo-ba4-br100","Achmad Mufarichin","5/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Simple, clean, warm water, AC, TV, economical prices, breakfast too","Local Guide · 49 reviews · 6 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjWl1Zgqdl7z5rKty2NVuppW54WG9lccXHniDJSZhUW_BvArntR-=w72-h72-p-rp-mo-ba5-br100","echa manis","4/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Comfortable accommodation at low prices in the city of Salatiga. Facilities are okay, clean, cheap. Close to city center","Local Guide · 53 reviews · 745 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjWhYxea97OWCDDGH3mWXmgcARtpyjPluodE2y0VS1tSnYWsFKLt=w72-h72-p-rp-mo-ba4-br100","Ruly Fauzi","4/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Quite comfortable for transit in Salatiga. The service at this hotel is very friendly and the atmosphere is very homey.","Local Guide · 118 reviews · 143 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a/ACg8ocJ9qcJCiNhQP8m-yPAp_OLETc0WG8wp_VPgilRsrTb5oI0UqA=w72-h72-p-rp-mo-br100","Amallua Mataguheba","3/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Very good in its service very familiar. Staying in Uksw guest house is like a living house.","1 review · 1 photo","","","","Share","Like","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjWsROR7jhhDuCU6aejYDWdFglV1RIr0MW2Kyoo3XZd9_go-OR3A3g=w72-h72-p-rp-mo-br100","Michael Bambang","4/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","It's quite clean with adequate facilities at an affordable price.","3 reviews · 8 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjXZpPhnaPICJX08I8YNWWiYB2P58BorEtYGzqC95lgNb5k4B9s=w72-h72-p-rp-mo-ba4-br100","Marta ARZARELLO","3/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Very modest hotel but rooms are clean compared to average and bathroom works well. Close to the center and the University.","Local Guide · 106 reviews · 89 photos","","","","Like","Share","Translated by Google","・","See original (Italian)"
"https://lh3.googleusercontent.com/a-/ALV-UjXzR_yo28_HO7TGJ74jYG7RP3GdPuKMIli4pA8q6cnVJSsRwhGp=w72-h72-p-rp-mo-br100","ariani sutanto","4/5","10 months ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Interior flashback to the 80s.
Neat but unique.","2 reviews · 1 photo","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a/ACg8ocJJEaX5Raj8taoYAwyKxELCDOzuS5d9Y2fZ3P0lFCcLRqPatg=w72-h72-p-rp-mo-ba3-br100","Arnold Marpaung","4/5","2 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","the right choice to stay when visiting Salatiga. Close to places to eat and sports.","Local Guide · 19 reviews · 13 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjUNg0onWOSNcyM-tex9PGv0vpW2XuQ1CzOeLAYEOs4MgHxe317qpQ=w72-h72-p-rp-mo-ba5-br100","Erasmus","4/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","The service is quite OK. Although in some rooms the WiFi doesn't connect.","Local Guide · 94 reviews · 504 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjVAMjV0fTjzCC8AD6l0K_Hvttv56H-5Sr0t9-m4LCqsB1YcPG-1aw=w72-h72-p-rp-mo-br100","Sangpradiqta N.S","5/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","The service is good, friendly, not complicated for that price, the facilities are very satisfying","2 reviews","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjVj7K7XWfRYmwHaCmwlyQoqFqFhCvadtyZND8aMDYiFIL6xP4eO=w72-h72-p-rp-mo-br100","Andrias Pujiono","2/5","5 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","The room was not clean, the curtains had black mold, the bathroom door was also broken.","4 reviews","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjWMFbTIjzb-0lqW09OuHuYJvSTIsP0SE1Gk4G5RcnZc7YHi0yw=w72-h72-p-rp-mo-ba4-br100","Rey Krisna","5/5","3 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","A Comfortable Place to Stay and Do Business Trip in Salatiga City","Local Guide · 29 reviews · 113 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjWEQbDNh7xIEmjXXaYOI5p_IZVZ8Td0xRqzmV9XQ9JfOoiIuE4=w72-h72-p-rp-mo-ba2-br100","jovianmario sudarsono","4/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Friendly staff, ok room, bathroom door needs to be fixed, decent breakfast.","Local Guide · 21 reviews · 20 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjXCcQFHMPi4ASOu0W7WrUTmo2uFNeYtqT-3J9Mcwxj7WE9Z-Iic=w72-h72-p-rp-mo-br100","Amy Ervani","4/5","3 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Visiting friends at this place, the place is very comfortable, clean and the staff are very friendly...","21 reviews · 28 photos","","","","Share","Like","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjU-1jblK1MyiwO8G1U_jBnYd59-73r28RZfwa6IrFB54D0o81Lf=w72-h72-p-rp-mo-ba4-br100","Ibrahim Haidar Hania bin Nuryahman Wahyu Irawan","5/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Comfortable, friendly, clean accommodation. Close to public facilities. Adequate, affordable.","Local Guide · 70 reviews · 56 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjVnn_VRAb6lLW86-IDVoG-eUUojqJd6taarn5a3-mMRl_SViySMrw=w72-h72-p-rp-mo-ba2-br100","cakap IBe","3/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Cheap
Friendly
Clean …","Local Guide · 24 reviews · 15 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a/ACg8ocL8hVgbzhLoQnR4FO33BLvfkHeSlSYHF9qMUkHWSYAX2Efp5Q=w72-h72-p-rp-mo-ba3-br100","Mitha Najwa","5/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","The guesthouse is clean, small but complete. There is breakfast, hot water. And cheap.","Local Guide · 45 reviews · 9 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjUYaQGpMjyK-oEqE_jOEiE5ktTkC7I8ZTrZFZryVrlNKrt8K7AX=w72-h72-p-rp-mo-ba4-br100","Dwi Hartanti","4/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","The price is quite cheap, if you go to Salatiga you can just stay here 😀 …","Local Guide · 116 reviews · 512 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjVdSAERyapBfi7tRofkdTy1wg0lVxAI_n-jI1UVvsKxk931Pss=w72-h72-p-rp-mo-ba6-br100","arif “van urewa” firmansah","3/5","8 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","It's quite comfortable, only the building itself is quite old.","Local Guide · 467 reviews · 766 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjWGY0VAxuRZySNhzpnPRdJV37aCV3diaeIVO7SUJBMVZAPTrxwNmw=w72-h72-p-rp-mo-ba5-br100","Eirine Megawati Saap","4/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","A place that is easy to access, not expensive, the atmosphere is calm and comfortable.","Local Guide · 156 reviews · 616 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjUehzBGm1bSxUB4DfiVuXdTVhAFwgI5-9z6I_zsWJFQOKGIFECl=w72-h72-p-rp-mo-ba3-br100","Wicak Dika","5/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","24 hours... can relax. .... black coffee in a cold city","Local Guide · 10 reviews · 78 photos","","","","Share","Like","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjWpNrOOuy_syuuRFYze7AxwWmwdC5-UGCOBHn0cK9uUTfHBdCqp=w72-h72-p-rp-mo-ba4-br100","Mafridho Bagus Yusuf","2/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","The building is old and dusty. The bathroom is not very clean.","Local Guide · 56 reviews · 16 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjVWweTSoPeUzejqyD9AQXHMPkuEI2XqPSFR99T4FSXiBTrsnu6p=w72-h72-p-rp-mo-ba3-br100","Dewi Cute","1/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","The sink is broken, the toilet often jams, the food is not good... bad experience","Local Guide · 48 reviews · 78 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjVvR3kmjY66b14obvCt9OBSgDeyF0pqH9zA8n0vqrczEfYRND1J=w72-h72-p-rp-mo-ba6-br100","Budi Wijayarto","4/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Suitable for backpackers, clean, comfortable place, central location of Salatiga city.","Local Guide · 704 reviews · 3,582 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a/ACg8ocL1Vky4cc-p_CFEAPZkyyVgeHismfzgBE1Hl5nLijbJTGqdRw=w72-h72-p-rp-mo-br100","yuni wahyuni","5/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Nice, clean, spacious place, good service, comfortable for resting","9 reviews · 2 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a/ACg8ocJqC5ujFdty9vC3mv0qRY5BXf7bPmGrJl_L6pP254fiEaDl5w=w72-h72-p-rp-mo-br100","leny pattiata","4/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Strategic location, adequate room facilities, suitable for groups, good service!","3 reviews","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjU1lD0V51EBTLJjF7Ng-atJdo38nEUwwaQgVPpa0RO0pYFIQKir1w=w72-h72-p-rp-mo-ba5-br100","Bang Chino","5/5","4 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","If you have pecel pincuk breakfast in front of the guesthouse in the morning, it really feels good...","Local Guide · 87 reviews · 1,290 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjUeGfLBtdtwMfJINdQIvuqaJQ-2TZpHnSZ5x7xq1a9KQPwwxukoHg=w72-h72-p-rp-mo-ba5-br100","W. Erlangga","1/5","5 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Bathroom 201 the water drain is not running smoothly... 😓😓😓 …","Local Guide · 211 reviews · 1,265 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a/ACg8ocJssup01AvqnjKZI8LSkyQPyIQ1htmt-9KrJnO7i2RVUjIItA=w72-h72-p-rp-mo-ba4-br100","J Pranawa","4/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","A comfortable place to rest, the location is easy to reach","Local Guide · 54 reviews · 7 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjVcMqUPBGBC5wwnQsMbu-0FB2EHcRE3W5dQI5xnuUyGqwEZsxuL_A=w72-h72-p-rp-mo-ba5-br100","Adjie HW","5/5","5 months ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Comfortable","Local Guide · 483 reviews · 494 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjXP3TBS0JKN4xJhCicP-zNIJ6e-KNC5JvFphYIdXSTNzq70Fcl-=w72-h72-p-rp-mo-ba5-br100","Tandy Lany","4/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Cheapest price accommodation with sufficient facilities","Local Guide · 134 reviews · 671 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
