Source,Name,Status,Date,Review,Place,cleaned_review,cleaned_review_indo,token,joined_token,label
https://lh3.googleusercontent.com/a-/ALV-UjXnlOz2PooBorXcU5njifmxrGxsX07cej3c9d-jDWSAgG_qUUO9jg=w72-h72-p-rp-mo-ba7-br100,Eko Fajar,"Local Guide Â· 1,026 reviews Â· 5,332 photos",a year ago,"Attending a friend's wedding at Balairung.
You can park the car some distance away, so walking is quite tiring. Incidentally, my wife was wearing high heels, she said her feet were a bit scratched. â¦",Kampus Utama UKSW,attending a friends wedding at balairung you can park the car some distance away so walking is quite tiring incidentally my wife was wearing high heels she said her feet were a bit scratched,Menghadiri Pernikahan Teman di Balairung Anda dapat memarkir mobil agak jauh sehingga berjalan cukup melelahkan secara kebetulan istri saya mengenakan sepatu hak tinggi. Dia bilang kakinya sedikit tergores,"['hadir', 'nikah', 'teman', '', 'balairung', 'anda', '', 'parkir', 'mobil', '', 'jauh', '', 'jalan', 'cukup', 'lelah', '', 'betul', 'istri', '', 'kena', 'sepatu', 'hak', 'tinggi', 'dia', 'bilang', 'kaki', 'sedikit', 'gores']",hadir nikah teman  balairung anda  parkir mobil  jauh  jalan cukup lelah  betul istri  kena sepatu hak tinggi dia bilang kaki sedikit gores,Negative
https://lh3.googleusercontent.com/a/ACg8ocJDW9mr0_iaZHSh8cF6CXIItKUaIuMNcgLj_dWJX7iZPE15pOio=w72-h72-p-rp-mo-ba3-br100,LATIFA NURRAMADHANI,Local Guide Â· 19 reviews Â· 66 photos,2 years ago,"Cool campus, private sector with A accreditation. The staff on duty are very friendly. The library is quite large and complete. But the wifi is a bit slow and the BRI ATM is super slow. â¦",Kampus Utama UKSW,cool campus private sector with a accreditation the staff on duty are very friendly the library is quite large and complete but the wifi is a bit slow and the bri atm is super slow,sektor swasta kampus keren dengan akreditasi staf yang bertugas sangat ramah Perpustakaan cukup besar dan lengkap tetapi wifi agak lambat dan atm bri sangat lambat,"['sektor', 'swasta', 'kampus', 'keren', '', 'akreditasi', 'staf', '', 'tugas', 'sangat', 'ramah', 'pustaka', 'cukup', 'besar', '', 'lengkap', '', 'wifi', '', 'lambat', '', 'atm', 'bri', 'sangat', 'lambat']",sektor swasta kampus keren  akreditasi staf  tugas sangat ramah pustaka cukup besar  lengkap  wifi  lambat  atm bri sangat lambat,Positive
https://lh3.googleusercontent.com/a-/ALV-UjXVLxxNN7AtaY9f_loTdUcyM8g8DNBzO8zDmuQAr0pT2bXnDfg=w72-h72-p-rp-mo-ba6-br100,Rifqi Riyanto,"Local Guide Â· 461 reviews Â· 1,490 photos",5 years ago,"The only university in the city of Salatiga. The atmosphere is shady and comfortable. Kamous also has a large area. There are also quite a lot of majors and faculties offered. Because it is a Christian university, in several corners of the campus there are Christian knick-knacks and symbols",Kampus Utama UKSW,the only university in the city of salatiga the atmosphere is shady and comfortable kamous also has a large area there are also quite a lot of majors and faculties offered because it is a christian university in several corners of the campus there are christian knickknacks and symbols,"Satu -satunya universitas di kota Salatiga, atmosfernya teduh dan nyaman Kamous juga memiliki area yang luas di sana juga ada cukup banyak jurusan dan fakultas yang ditawarkan karena merupakan universitas Kristen di beberapa sudut kampus ada celana dan simbol Kristen","['satu', '-satunya', 'universitas', '', 'kota', 'salatiga', 'atmosfer', 'teduh', '', 'nyaman', 'kamous', '', 'milik', 'area', '', 'luas', '', 'sana', '', '', 'cukup', 'banyak', 'jurus', '', 'fakultas', '', 'tawar', '', 'rupa', 'universitas', 'kristen', '', 'beberapa', 'sudut', 'kampus', '', 'celana', '', 'simbol', 'kristen']",satu -satunya universitas  kota salatiga atmosfer teduh  nyaman kamous  milik area  luas  sana   cukup banyak jurus  fakultas  tawar  rupa universitas kristen  beberapa sudut kampus  celana  simbol kristen,Positive
https://lh3.googleusercontent.com/a-/ALV-UjUZINqyLAILtj-xSaOiSRz0IW9xy4zo60Bu5yTlSgXVi4yaZ4g5=w72-h72-p-rp-mo-ba5-br100,Atex LW,Local Guide Â· 206 reviews Â· 918 photos,5 years ago,"When this building was used for shelter, hmmm... the parking was quite far, but it was as fun as an auditorium on a campus...",Kampus Utama UKSW,when this building was used for shelter hmmm the parking was quite far but it was as fun as an auditorium on a campus,"Ketika bangunan ini digunakan untuk tempat penampungan hmmm, parkir cukup jauh tetapi itu sama menyenangkannya dengan auditorium di kampus","['ketika', 'bangun', '', 'guna', '', 'tempat', 'tampung', 'hmmm', 'parkir', 'cukup', 'jauh', '', '', 'sama', 'senang', '', 'auditorium', '', 'kampus']",ketika bangun  guna  tempat tampung hmmm parkir cukup jauh   sama senang  auditorium  kampus,Positive
https://lh3.googleusercontent.com/a-/ALV-UjUsrPmkASBej-Sm043U0Tij6BKHOAuD7L0VoftjIHxHW53tiXSg=w72-h72-p-rp-mo-ba5-br100,Eder Timanta Sitepu,"Local Guide Â· 180 reviews Â· 1,171 photos",2 years ago,"I visited this campus in 2015. This campus is nicknamed the ""Mini Indonesia"" campus. This nickname is certainly not without reason. It is nicknamed the ""Mini Indonesia"" campus because students studying at this campus come from all corners â¦",Kampus Utama UKSW,i visited this campus in this campus is nicknamed the mini indonesia campus this nickname is certainly not without reason it is nicknamed the mini indonesia campus because students studying at this campus come from all corners,Saya mengunjungi kampus ini di kampus ini dijuluki kampus mini Indonesia julukan ini tentu saja bukan tanpa alasan itu dijuluki kampus mini Indonesia karena siswa yang belajar di kampus ini berasal dari semua sudut,"['saya', 'unjung', 'kampus', '', '', 'kampus', '', 'juluk', 'kampus', 'mini', 'indonesia', 'juluk', '', '', '', 'bukan', '', 'alas', '', 'juluk', 'kampus', 'mini', 'indonesia', '', 'siswa', '', 'ajar', '', 'kampus', '', 'asal', '', 'semua', 'sudut']",saya unjung kampus   kampus  juluk kampus mini indonesia juluk    bukan  alas  juluk kampus mini indonesia  siswa  ajar  kampus  asal  semua sudut,Neutral
https://lh3.googleusercontent.com/a-/ALV-UjXiex1knDtDJec5AOdTCam056B2SiCmkyNJhoEahwDjeW_2ofqE=w72-h72-p-rp-mo-br100,Fakultas Biologi UKSW,1 review Â· 39 photos,3 years ago,"SWCU Biology Faculty

Study program: â¦",Kampus Utama UKSW,swcu biology faculty study program,Program Studi Fakultas Biologi SWCU,"['program', 'studi', 'fakultas', 'biologi', 'swcu']",program studi fakultas biologi swcu,Neutral
https://lh3.googleusercontent.com/a-/ALV-UjWYLt-fAR9FEefsuNjKagVUqbjHJbUCWAM5BDcjf9omRAeTNbi0=w72-h72-p-rp-mo-ba4-br100,Sussy widya,Local Guide Â· 32 reviews Â· 108 photos,7 years ago,"Satyawacana Christian University is also called a mini-Indonesia, the diversity of ethnicities, nationalities, languages ââand religions is there, a reflection of a harmonious life between religious communities... producing professional professionals that are needed in society.",Kampus Utama UKSW,satyawacana christian university is also called a miniindonesia the diversity of ethnicities nationalities languages and religions is there a reflection of a harmonious life between religious communities producing professional professionals that are needed in society,"Universitas Kristen Satyawacana juga disebut Miniindonesia, keragaman etnisitas, bahasa dan agama kebangsaan, ada cerminan kehidupan yang harmonis antara komunitas agama yang menghasilkan profesional profesional yang diperlukan dalam masyarakat","['universitas', 'kristen', 'satyawacana', '', 'sebut', 'miniindonesia', 'ragam', 'etnisitas', 'bahasa', '', 'agama', 'bangsa', '', 'cermin', 'hidup', '', 'harmonis', '', 'komunitas', 'agama', '', 'hasil', 'profesional', 'profesional', '', 'perlu', '', 'masyarakat']",universitas kristen satyawacana  sebut miniindonesia ragam etnisitas bahasa  agama bangsa  cermin hidup  harmonis  komunitas agama  hasil profesional profesional  perlu  masyarakat,Neutral
https://lh3.googleusercontent.com/a-/ALV-UjVA-ox-cuwJcRaqjBh6zR8VDRAWNwgdR11-AlImLk2hIsG0X7PKPQ=w72-h72-p-rp-mo-ba4-br100,Slamet Effendy Yusuf,Local Guide Â· 116 reviews Â· 32 photos,a year ago,"A campus with very good tolerance, the students are friendly, high quality and extraordinary",Kampus Utama UKSW,a campus with very good tolerance the students are friendly high quality and extraordinary,"Kampus dengan toleransi yang sangat baik, para siswa berkualitas tinggi dan luar biasa","['kampus', '', 'toleransi', '', 'sangat', 'baik', '', 'siswa', 'kualitas', 'tinggi', '', 'luar', 'biasa']",kampus  toleransi  sangat baik  siswa kualitas tinggi  luar biasa,Positive
https://lh3.googleusercontent.com/a/ACg8ocKkjI5Ql7F9mtLycZuEKQm_XQt-0ze2hzOo1rY7knwxs9bNrNk=w72-h72-p-rp-mo-ba4-br100,Putra Tambunan,Local Guide Â· 51 reviews Â· 274 photos,4 years ago,"This building, which has a large and spacious area, is often used for various events and functions such as graduations and seminars. This place can also be rented for weddings or private events. The environment is also clean.",Kampus Utama UKSW,this building which has a large and spacious area is often used for various events and functions such as graduations and seminars this place can also be rented for weddings or private events the environment is also clean,Bangunan ini yang memiliki area besar dan luas sering digunakan untuk berbagai acara dan fungsi seperti kelulusan dan seminar tempat ini juga dapat disewa untuk pernikahan atau acara pribadi lingkungan juga bersih,"['bangun', '', '', 'milik', 'area', 'besar', '', 'luas', 'sering', 'guna', '', 'bagai', 'acara', '', 'fungsi', '', 'kelulus', '', 'seminar', 'tempat', '', '', '', 'sewa', '', 'nikah', '', 'acara', 'pribadi', 'lingkung', '', 'bersih']",bangun   milik area besar  luas sering guna  bagai acara  fungsi  kelulus  seminar tempat    sewa  nikah  acara pribadi lingkung  bersih,Positive
https://lh3.googleusercontent.com/a-/ALV-UjU4gjCCBOafcWFkqzlOLImzFxYkbzzGcC3hGeIrmFt-nZmM83c7=w72-h72-p-rp-mo-ba5-br100,aris,Local Guide Â· 151 reviews Â· 786 photos,a year ago,One of the campuses in the city of Salatiga with a cool atmosphere.,Kampus Utama UKSW,one of the campuses in the city of salatiga with a cool atmosphere,Salah satu kampus di kota Salatiga dengan suasana sejuk,"['salah', 'satu', 'kampus', '', 'kota', 'salatiga', '', 'suasana', 'sejuk']",salah satu kampus  kota salatiga  suasana sejuk,Positive
https://lh3.googleusercontent.com/a-/ALV-UjUFMuoQqdVVPhE3G8xO2eSKWjyImgEMMXI6ekWLXMunjrrp23cy=w72-h72-p-rp-mo-ba4-br100,Yuhono Indra Pitarto,Local Guide Â· 120 reviews Â· 54 photos,3 years ago,"Cool, nice place, comfortable campus for students",Kampus Utama UKSW,cool nice place comfortable campus for students,Tempat bagus yang bagus di kampus yang nyaman untuk siswa,"['tempat', 'bagus', '', 'bagus', '', 'kampus', '', 'nyaman', '', 'siswa']",tempat bagus  bagus  kampus  nyaman  siswa,Positive
https://lh3.googleusercontent.com/a-/ALV-UjWMph6NwYA3aPfTXCytt7DcvRn8llM3XpdyCTjiHE_7tkykx-Bd0Q=w72-h72-p-rp-mo-ba2-br100,ynhuluu,Local Guide Â· 13 reviews Â· 10 photos,7 years ago,"This place is where I studied, I really recommend studying here because the environment is cool and the people are friendly. Cheap affordable cost of living. You can get to know people in various regions and even abroad.",Kampus Utama UKSW,this place is where i studied i really recommend studying here because the environment is cool and the people are friendly cheap affordable cost of living you can get to know people in various regions and even abroad,"Tempat ini adalah tempat saya belajar, saya sangat merekomendasikan belajar di sini karena lingkungannya keren dan orang -orangnya ramah biaya hidup murah yang dapat Anda kenal untuk mengenal orang -orang di berbagai daerah dan bahkan di luar negeri","['tempat', '', '', 'tempat', '', 'ajar', '', 'sangat', 'rekomendasi', 'ajar', '', 'sini', '', 'lingkung', 'keren', '', 'orang', '-orangnya', 'ramah', 'biaya', 'hidup', 'murah', '', '', 'anda', 'kenal', '', 'kenal', 'orang', '-orang', '', 'bagai', 'daerah', '', 'bahkan', '', 'luar', 'negeri']",tempat   tempat  ajar  sangat rekomendasi ajar  sini  lingkung keren  orang -orangnya ramah biaya hidup murah   anda kenal  kenal orang -orang  bagai daerah  bahkan  luar negeri,Positive
https://lh3.googleusercontent.com/a-/ALV-UjVb-NG4ih7Rz_BwCpTgj-qV268YwdDLZ9jIzu9PMw-MRtO385qD=w72-h72-p-rp-mo-ba3-br100,R. Maretta Magdalena,Local Guide Â· 15 reviews Â· 18 photos,2 years ago,"The green campus, which is located in the city of Salatiga, is also known as the mini Indonesian campus.",Kampus Utama UKSW,the green campus which is located in the city of salatiga is also known as the mini indonesian campus,Kampus hijau yang terletak di kota Salatiga juga dikenal sebagai kampus mini Indonesia,"['kampus', 'hijau', '', 'letak', '', 'kota', 'salatiga', '', 'kenal', '', 'kampus', 'mini', 'indonesia']",kampus hijau  letak  kota salatiga  kenal  kampus mini indonesia,Neutral
https://lh3.googleusercontent.com/a-/ALV-UjXob3IUFWtnSH8h7obsPeATdlmgtO9c8N81qjnP9-Xekzbg8dug=w72-h72-p-rp-mo-ba3-br100,Anastasia Ella,Local Guide Â· 32 reviews Â· 75 photos,3 years ago,"The campus atmosphere is green, shady, cool, and really comfortable for studying",Kampus Utama UKSW,the campus atmosphere is green shady cool and really comfortable for studying,Suasana kampus sangat keren dan benar -benar nyaman untuk belajar,"['suasana', 'kampus', 'sangat', 'keren', '', 'benar', '-benar', 'nyaman', '', 'ajar']",suasana kampus sangat keren  benar -benar nyaman  ajar,Positive
https://lh3.googleusercontent.com/a/ACg8ocJHodMsZqyUi3Ycdb7it7DgliAoxTczvW4GuJajTtzAGdzlDw=w72-h72-p-rp-mo-br100,Vionetta Kriselfira,2 reviews,11 months ago,"I am a 2007 UKSW alumni of the psychology faculty. Thank you UKSW for adding a lot of color to my life, a university that was never in my mind and finally became a choice and left me with many beautiful memories in my life. UKSW will always â¦",Kampus Utama UKSW,i am a uksw alumni of the psychology faculty thank you uksw for adding a lot of color to my life a university that was never in my mind and finally became a choice and left me with many beautiful memories in my life uksw will always,Saya adalah alumni UKSW dari fakultas psikologi terima kasih UKSW karena telah menambahkan banyak warna pada hidup saya sebuah universitas yang tidak pernah ada dalam pikiran saya dan akhirnya menjadi pilihan dan meninggalkan saya dengan banyak kenangan indah dalam hidup saya Uksw akan selalu akan selalu akan selalu,"['saya', '', 'alumni', 'uksw', '', 'fakultas', 'psikologi', 'terima', 'kasih', 'uksw', '', '', 'tambah', 'banyak', 'warna', '', 'hidup', '', 'buah', 'universitas', '', '', 'pernah', '', '', 'pikir', '', '', 'akhir', 'jadi', 'pilih', '', 'tinggal', '', '', 'banyak', 'kenang', 'indah', '', 'hidup', '', 'uksw', '', 'selalu', '', 'selalu', '', 'selalu']",saya  alumni uksw  fakultas psikologi terima kasih uksw   tambah banyak warna  hidup  buah universitas   pernah   pikir   akhir jadi pilih  tinggal   banyak kenang indah  hidup  uksw  selalu  selalu  selalu,Positive
https://lh3.googleusercontent.com/a-/ALV-UjUhToxB4hWtiFURrOb1fpk9ToReIfHjoRl4C_b-x0QtNlAF3bI=w72-h72-p-rp-mo-ba5-br100,Galeri Anak Kampung,Local Guide Â· 131 reviews Â· 935 photos,a year ago,"Dapoer Kakmoy selling on a futuristic campus in Salatiga City, guys ð§ð¥¤ â¦",Kampus Utama UKSW,dapoer kakmoy selling on a futuristic campus in salatiga city guys,Dapoer Kakmoy Menjual di kampus futuristik di Salatiga City Guys,"['dapoer', 'kakmoy', 'jual', '', 'kampus', 'futuristik', '', 'salatiga', 'city']",dapoer kakmoy jual  kampus futuristik  salatiga city,Neutral
https://lh3.googleusercontent.com/a-/ALV-UjVTsDCtF0LIW-nTVxaqG6gubMwszqHVHnlAh8qaEKov4zBBm9NHLQ=w72-h72-p-rp-mo-ba6-br100,Edi S. Mulyanta,"Local Guide Â· 633 reviews Â· 3,457 photos",6 years ago,"A comfortable, shady campus, good for studying for students.",Kampus Utama UKSW,a comfortable shady campus good for studying for students,Kampus teduh yang nyaman bagus untuk belajar untuk siswa,"['kampus', 'teduh', '', 'nyaman', 'bagus', '', 'ajar', '', 'siswa']",kampus teduh  nyaman bagus  ajar  siswa,Positive
https://lh3.googleusercontent.com/a-/ALV-UjUVBKmg-MBKk3ZNaUXocZ_ZwS1jwiKMgBktf6m-HcxrEixqNLpL=w72-h72-p-rp-mo-br100,agus salim,2 reviews Â· 1 photo,7 months ago,"Success for Satya Wacana Christian University, hopefully it will always create generations of the nation's children who are capable and have noble morals.",Kampus Utama UKSW,success for satya wacana christian university hopefully it will always create generations of the nations children who are capable and have noble morals,Sukses untuk Universitas Kristen Satya Wacana semoga akan selalu menciptakan generasi anak -anak bangsa yang mampu dan memiliki moral yang mulia,"['sukses', '', 'universitas', 'kristen', 'satya', 'wacana', 'moga', '', 'selalu', 'cipta', 'generasi', 'anak', '-anak', 'bangsa', '', 'mampu', '', 'milik', 'moral', '', 'mulia']",sukses  universitas kristen satya wacana moga  selalu cipta generasi anak -anak bangsa  mampu  milik moral  mulia,Positive
https://lh3.googleusercontent.com/a-/ALV-UjWwZ1KS6ohx0swYJu_lbXsCO2-cgEx2kRKSIjG-oOFXqg_nK_En=w72-h72-p-rp-mo-ba5-br100,Abdul Wahab,Local Guide Â· 127 reviews Â· 961 photos,6 years ago,"UKS multipurpose building.
Usually used for seminars, workshops, graduations and also rented for wedding receptions for the general public.",Kampus Utama UKSW,uks multipurpose building usually used for seminars workshops graduations and also rented for wedding receptions for the general public,Bangunan multiguna UKS biasanya digunakan untuk seminar lokakarya kelulusan dan juga disewa untuk resepsi pernikahan untuk masyarakat umum,"['bangun', 'multiguna', 'uks', 'biasa', 'guna', '', 'seminar', 'lokakarya', 'kelulus', '', '', 'sewa', '', 'resepsi', 'nikah', '', 'masyarakat', 'umum']",bangun multiguna uks biasa guna  seminar lokakarya kelulus   sewa  resepsi nikah  masyarakat umum,Neutral
https://lh3.googleusercontent.com/a/ACg8ocITcH31HvA2Zev2p57ISEZW7N6K8ivpqEyfWZdU-7y4iUSlCA=w72-h72-p-rp-mo-br100,liya mazidatun,104 reviews Â· 168 photos,6 years ago,"First came here because there was a wedding of Misua's friend's child...shady, lots of trees, spacious...neat",Kampus Utama UKSW,first came here because there was a wedding of misuas friends childshady lots of trees spaciousneat,pertama datang ke sini karena ada pernikahan teman -teman misuas anak -anak banyak pohon yang luas,"['pertama', 'datang', '', 'sini', '', '', 'nikah', 'teman', '-teman', 'misuas', 'anak', '-anak', 'banyak', 'pohon', '', 'luas']",pertama datang  sini   nikah teman -teman misuas anak -anak banyak pohon  luas,Positive
https://lh3.googleusercontent.com/a-/ALV-UjUvulVZEDqCsenLrhF_6B2RvdULRl8wLhZMxrJv7hWot-GpKP3f=w72-h72-p-rp-mo-ba5-br100,Devy S Ratnanda,Local Guide Â· 228 reviews Â· 455 photos,a year ago,"The campus is wide, there are many study program choices",Kampus Utama UKSW,the campus is wide there are many study program choices,Kampus ini luas ada banyak pilihan program studi,"['kampus', '', 'luas', '', 'banyak', 'pilih', 'program', 'studi']",kampus  luas  banyak pilih program studi,Neutral
https://lh3.googleusercontent.com/a-/ALV-UjX95kARPM9BpXk19NiEN0jeLEnn9xqG3uACJzcyA81ANTtE048=w72-h72-p-rp-mo-ba2-br100,HIJRAH TOTAL,Local Guide Â· 15 reviews Â· 6 photos,a year ago,"The campus is good, the accreditation is good,
But the campus does not provide a place of worship, especially for Muslim students or lecturers, there should be one even if it is only 3x4.
Because here the tolerance is really good.",Kampus Utama UKSW,the campus is good the accreditation is good but the campus does not provide a place of worship especially for muslim students or lecturers there should be one even if it is only x because here the tolerance is really good,"Kampusnya bagus, akreditasi bagus tetapi kampus tidak menyediakan tempat ibadah terutama untuk siswa Muslim atau dosen harus ada satu bahkan jika itu hanya x karena di sini toleransinya benar -benar bagus","['kampus', 'bagus', 'akreditasi', 'bagus', '', 'kampus', '', 'sedia', 'tempat', 'ibadah', 'utama', '', 'siswa', 'muslim', '', 'dosen', '', '', 'satu', 'bahkan', '', '', '', '', '', 'sini', 'toleransi', 'benar', '-benar', 'bagus']",kampus bagus akreditasi bagus  kampus  sedia tempat ibadah utama  siswa muslim  dosen   satu bahkan      sini toleransi benar -benar bagus,Positive
https://lh3.googleusercontent.com/a-/ALV-UjUqeBPmNDNz3mFyLcv7dgCEgUmihOEW-on44_BayyzdRZuVUkOc=w72-h72-p-rp-mo-ba5-br100,Revannue Edward Allan (Revan),Local Guide Â· 87 reviews Â· 707 photos,6 years ago,Strategic location and one of the favorite universities,Kampus Utama UKSW,strategic location and one of the favorite universities,lokasi strategis dan salah satu universitas favorit,"['lokasi', 'strategis', '', 'salah', 'satu', 'universitas', 'favorit']",lokasi strategis  salah satu universitas favorit,Positive
https://lh3.googleusercontent.com/a-/ALV-UjXdOr-0ex2Lve0q4b3D7kj80Fbi3KuUckrSTx7ALa1UGu-uxZDD=w72-h72-p-rp-mo-ba2-br100,Rizky Dewi Darma Kusuma,Local Guide Â· 33 reviews Â· 9 photos,5 years ago,"The place is spacious, there are 2 levels inside, nice, neat, and can also be rented out for weddings",Kampus Utama UKSW,the place is spacious there are levels inside nice neat and can also be rented out for weddings,Tempat ini luas ada level di dalam nice rapi dan juga bisa disewakan untuk pernikahan,"['tempat', '', 'luas', '', 'level', '', '', 'nice', 'rapi', '', '', '', 'sewa', '', 'nikah']",tempat  luas  level   nice rapi    sewa  nikah,Positive
https://lh3.googleusercontent.com/a-/ALV-UjW2VVEF2mYjoMXymhBuZeT8Fx0u6wNWcKboyxlYhxODh_XZqEUcFQ=w72-h72-p-rp-mo-ba8-br100,Yabuana âYatâ Banamtuan,"Local Guide Â· 419 reviews Â· 15,120 photos",3 years ago,"One of the oldest Christian campuses in Central Java, Salatiga.

People who study here come from various islands in Indonesia",Kampus Utama UKSW,one of the oldest christian campuses in central java salatiga people who study here come from various islands in indonesia,Salah satu kampus Kristen tertua di Jawa Tengah Salatiga yang belajar di sini berasal dari berbagai pulau di Indonesia,"['salah', 'satu', 'kampus', 'kristen', 'tua', '', 'jawa', 'tengah', 'salatiga', '', 'ajar', '', 'sini', 'asal', '', 'bagai', 'pulau', '', 'indonesia']",salah satu kampus kristen tua  jawa tengah salatiga  ajar  sini asal  bagai pulau  indonesia,Neutral
https://lh3.googleusercontent.com/a/ACg8ocJdidekBPxpLwmB77BQdoWhxwxqlmxTK9KzT0ROOwqo7AHSRg=w72-h72-p-rp-mo-br100,Bastan Pinem,8 reviews,a year ago,"The services, programs, facilities and equipment are quite good, just please pay attention to the guardianship schedule which always runs after the semester break without a clear date. It's a pity that students from outside the area who want to go home have to wait in boarding houses without clarity.",Kampus Utama UKSW,the services programs facilities and equipment are quite good just please pay attention to the guardianship schedule which always runs after the semester break without a clear date its a pity that students from outside the area who want to go home have to wait in boarding houses without clarity,"Program Layanan Fasilitas dan peralatan cukup baik hanya memperhatikan jadwal perwalian yang selalu berjalan setelah istirahat semester tanpa tanggal yang jelas, sangat disayangkan siswa dari luar daerah yang ingin pulang harus menunggu di rumah asrama tanpa kejelasan","['program', 'layan', 'fasilitas', '', 'alat', 'cukup', 'baik', '', 'perhati', 'jadwal', 'wali', '', 'selalu', 'jalan', '', 'istirahat', 'semester', '', 'tanggal', '', 'jelas', 'sangat', 'sayang', 'siswa', '', 'luar', 'daerah', '', '', 'pulang', '', 'tunggu', '', 'rumah', 'asrama', '', 'jelas']",program layan fasilitas  alat cukup baik  perhati jadwal wali  selalu jalan  istirahat semester  tanggal  jelas sangat sayang siswa  luar daerah   pulang  tunggu  rumah asrama  jelas,Positive
https://lh3.googleusercontent.com/a-/ALV-UjUVrorrN_xl8PqD1sGqZfuY4NyLHigrUv2JuKjsOhlrYGgCWDc=w72-h72-p-rp-mo-br100,Happy MeaL,2 reviews Â· 11 photos,6 months ago,A Very Trusted University with good attitude and fast in service,Kampus Utama UKSW,a very trusted university with good attitude and fast in service,universitas yang sangat tepercaya dengan sikap yang baik dan cepat dalam pelayanan,"['universitas', '', 'sangat', 'percaya', '', 'sikap', '', 'baik', '', 'cepat', '', 'layan']",universitas  sangat percaya  sikap  baik  cepat  layan,Positive
https://lh3.googleusercontent.com/a-/ALV-UjUgqzrjczoIgkIV81WuMEaoZk8wPo1CdAJLOLd1Jv5eHW0g2Gg=w72-h72-p-rp-mo-ba5-br100,Anastasia Ela,Local Guide Â· 139 reviews Â· 773 photos,3 years ago,"The campus, which is nicknamed Mini Indonesia, is very green, shady and cool. In short, it is guaranteed to be very comfortable for studying. The library is also very spacious, clean, and of course there is a cafe on campus too. So you can learn while hanging out ðð â¦",Kampus Utama UKSW,the campus which is nicknamed mini indonesia is very green shady and cool in short it is guaranteed to be very comfortable for studying the library is also very spacious clean and of course there is a cafe on campus too so you can learn while hanging out,"Kampus yang dijuluki mini Indonesia sangat teduh dan keren, dijamin akan sangat nyaman untuk mempelajari perpustakaan juga sangat luas dan tentu saja ada kafe di kampus juga sehingga Anda bisa belajar sambil nongkrong keluar","['kampus', '', 'juluk', 'mini', 'indonesia', 'sangat', 'teduh', '', 'keren', 'jamin', '', 'sangat', 'nyaman', '', 'ajar', 'pustaka', '', 'sangat', 'luas', '', '', '', '', 'kafe', '', 'kampus', '', '', 'anda', '', 'ajar', '', 'nongkrong', 'keluar']",kampus  juluk mini indonesia sangat teduh  keren jamin  sangat nyaman  ajar pustaka  sangat luas     kafe  kampus   anda  ajar  nongkrong keluar,Positive
https://lh3.googleusercontent.com/a-/ALV-UjV9uPZyrMfysbaKzZaFm2cE50_r572h6rMVS_z9wPMbrl2rkyEP=w72-h72-p-rp-mo-ba3-br100,Alberth Beiter Cahya Manisa,Local Guide Â· 17 reviews Â· 13 photos,2 years ago,"One of the best private campuses in Central Java. The atmosphere is nice and comfortable because there are still large trees on campus.
In the future, parking facilities will be further improved considering that every time new students are admitted, the parking lot is always full.",Kampus Utama UKSW,one of the best private campuses in central java the atmosphere is nice and comfortable because there are still large trees on campus in the future parking facilities will be further improved considering that every time new students are admitted the parking lot is always full,Salah satu kampus pribadi terbaik di Jawa Tengah Atmosfernya bagus dan nyaman karena masih ada pohon besar di kampus di fasilitas parkir di masa depan akan semakin ditingkatkan mengingat bahwa setiap kali siswa baru diterima di tempat parkir selalu penuh,"['salah', 'satu', 'kampus', 'pribadi', 'baik', '', 'jawa', 'tengah', 'atmosfer', 'bagus', '', 'nyaman', '', '', '', 'pohon', 'besar', '', 'kampus', '', 'fasilitas', 'parkir', '', 'masa', 'depan', '', 'makin', 'tingkat', 'ingat', '', '', 'kali', 'siswa', 'baru', 'terima', '', 'tempat', 'parkir', 'selalu', 'penuh']",salah satu kampus pribadi baik  jawa tengah atmosfer bagus  nyaman    pohon besar  kampus  fasilitas parkir  masa depan  makin tingkat ingat   kali siswa baru terima  tempat parkir selalu penuh,Positive
https://lh3.googleusercontent.com/a-/ALV-UjViJpCEdX6oOgtx-geTIhdLPGlVqZmbk9gXRP4RMDDsIBj_qbnsAQ=w72-h72-p-rp-mo-ba5-br100,Misrina,Local Guide Â· 80 reviews Â· 702 photos,3 years ago,"Beloved proud campus. Indonesia Mini is here. Integrated campus from KB-SD-SMP-SMA-University. The place is clean, the building is high level, comfortable for studying, complete with access to learning and facilities. â¦",Kampus Utama UKSW,beloved proud campus indonesia mini is here integrated campus from kbsdsmpsmauniversity the place is clean the building is high level comfortable for studying complete with access to learning and facilities,Kampus Bangga Tercinta Indonesia Mini Di sini kampus terintegrasi dari KBSDSMPSMAUniversity Tempat ini bersih. Bangunannya sangat nyaman untuk belajar lengkap dengan akses ke pembelajaran dan fasilitas,"['kampus', 'bangga', 'cinta', 'indonesia', 'mini', 'di', 'sini', 'kampus', 'integrasi', '', 'kbsdsmpsmauniversity', 'tempat', '', 'bersih', 'bangun', 'sangat', 'nyaman', '', 'ajar', 'lengkap', '', 'akses', '', 'ajar', '', 'fasilitas']",kampus bangga cinta indonesia mini di sini kampus integrasi  kbsdsmpsmauniversity tempat  bersih bangun sangat nyaman  ajar lengkap  akses  ajar  fasilitas,Positive
